Kode Provinsi,Provinsi,kode kabupaten,Kabupaten,kode kecamatan,Kecamatan,kode desa,Desa
61,KALIMANTAN BARAT,6103,SANGGAU,,KAPUAS,,ENTAKAI
61,KALIMANTAN BARAT,6103,SANGGAU,,KAPUAS,,KAMBONG
61,KALIMANTAN BARAT,6103,SANGGAU,,KAPUAS,,TAPANG DULANG
61,KALIMANTAN BARAT,6103,SANGGAU,,KAPUAS,,BOTUH LINTANG
61,KALIMANTAN BARAT,6103,SANGGAU,,MUKOK,,INGGIS
61,KALIMANTAN BARAT,6103,SANGGAU,,MUKOK,,SEMANGGIS RAYA
61,KALIMANTAN BARAT,6103,SANGGAU,,MUKOK,,SEMUNTAI
61,KALIMANTAN BARAT,6103,SANGGAU,,MUKOK,,KEDUKUL
61,KALIMANTAN BARAT,6103,SANGGAU,,MUKOK,,ENGKODE
61,KALIMANTAN BARAT,6103,SANGGAU,,MUKOK,,SUNGAI MAWANG
61,KALIMANTAN BARAT,6103,SANGGAU,,MUKOK,,TRI MULYA
61,KALIMANTAN BARAT,6103,SANGGAU,,MUKOK,,LAYAK OMANG
61,KALIMANTAN BARAT,6103,SANGGAU,,MUKOK,,SERAMBAI JAYA
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,TERATI
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,SELAMPUNG
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,SAPE
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,SEMIRAU
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,BALAI SEBUT
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,SEMOMBAT
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,EMPIYANG
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,JANGKANG BENUA
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,TANGGUNG
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,PISANG
61,KALIMANTAN BARAT,6103,SANGGAU,,JANGKANG,,KETORI
61,KALIMANTAN BARAT,6103,SANGGAU,,BONTI,,UPE
61,KALIMANTAN BARAT,6103,SANGGAU,,BONTI,,BAHTA
61,KALIMANTAN BARAT,6103,SANGGAU,,BONTI,,TUNGGUL BOYOK
61,KALIMANTAN BARAT,6103,SANGGAU,,BONTI,,SAMI
61,KALIMANTAN BARAT,6103,SANGGAU,,BONTI,,EMPODIS
61,KALIMANTAN BARAT,6103,SANGGAU,,BONTI,,BONTI
61,KALIMANTAN BARAT,6103,SANGGAU,,BONTI,,KAMPUH
61,KALIMANTAN BARAT,6103,SANGGAU,,BONTI,,BANTAI
61,KALIMANTAN BARAT,6103,SANGGAU,,BONTI,,MAJEL
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,MARITA
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,EMBALA
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,PANDU RAYA
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,MAJU KARYA
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,GUNAM
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,SUKA GERUNDI
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,SUKA MULYA
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,PALEM JAYA
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,PUSAT DAMAI
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,SEBARA
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,HIBUN
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,RAHAYU
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,MARINGIN JAYA
61,KALIMANTAN BARAT,6103,SANGGAU,,PARINDU,,DOSAN
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,LALANG
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,KAWAT
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,PULAU TAYAN UTARA
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,PEDALAMAN
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,TANJUNG BUNUT
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,SEBEMBAN
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,BEGINJAI
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,SUNGAI JAMAN
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,EMBERAS
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,MELUGAI
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,CEMPEDAK
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,SEJOTANG
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,SUBAH
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,TEBANG BENUA
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HILIR,,BALAI INGIN
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,SEMONCOL
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,MAK KAWING
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,COWET
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,BULU BALA
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,TEMIANG TABA
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,SENYABANG
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,KEBADU
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,HILIR
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,TEMIANG MALI
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,TAE
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,PADI KAYE
61,KALIMANTAN BARAT,6103,SANGGAU,,BALAI,,EMPIRANG UJUNG
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,MENYABO
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,BINJAI
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,PANDAN SEMBUAT
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,KEDAKAS
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,SOSOK
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,PERUAN DALAM
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,MANDONG
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,JANJANG
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,RIYAI
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,BERAKAK
61,KALIMANTAN BARAT,6103,SANGGAU,,TAYAN HULU,,ENGKASAN
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,SEBUDUH
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,KELOMPU
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,TANAP
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,MOBUI
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,SEJUAH
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,TANJUNG MERPATI
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,SEBONGKUH
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,KUALA DUA
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,TUNGGAL BHAKTI
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,SEMAYANG
61,KALIMANTAN BARAT,6103,SANGGAU,,KEMBAYAN,,TANJUNG BUNGA
61,KALIMANTAN BARAT,6103,SANGGAU,,BEDUAI,,MUARA ILAI
61,KALIMANTAN BARAT,6103,SANGGAU,,BEDUAI,,BERENG BERKAWAT
61,KALIMANTAN BARAT,6103,SANGGAU,,BEDUAI,,KASRO MEGO
61,KALIMANTAN BARAT,6103,SANGGAU,,BEDUAI,,THANG RAYA
61,KALIMANTAN BARAT,6103,SANGGAU,,BEDUAI,,MAWANG MUDA
61,KALIMANTAN BARAT,6103,SANGGAU,,NOYAN,,EMPOTO
61,KALIMANTAN BARAT,6103,SANGGAU,,NOYAN,,IDAS
61,KALIMANTAN BARAT,6103,SANGGAU,,NOYAN,,SUNGAI DANGIN
61,KALIMANTAN BARAT,6103,SANGGAU,,NOYAN,,SEMONGAN
61,KALIMANTAN BARAT,6103,SANGGAU,,NOYAN,,NOYAN
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,SOTOK
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,PENGADANG
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,KENAMAN
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,RAUT MUARA
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,ENGKAHAN
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,BALAI KARANGAN
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,BUNGKANG
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,LUBUK SABUK
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,MELENGGANG
61,KALIMANTAN BARAT,6103,SANGGAU,,SEKAYAM,,SANGAI TEKAM
61,KALIMANTAN BARAT,6103,SANGGAU,,ENTIKONG,,NEKAN
61,KALIMANTAN BARAT,6103,SANGGAU,,ENTIKONG,,SEMANGIT
61,KALIMANTAN BARAT,6103,SANGGAU,,ENTIKONG,,ENTIKONG
61,KALIMANTAN BARAT,6103,SANGGAU,,ENTIKONG,,PALA ASANG
61,KALIMANTAN BARAT,6103,SANGGAU,,ENTIKONG,,SURUH TEMBAWANG
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,AIR HITAM BESAR
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,KENDAWANGAN KANAN
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,BANGKAL SERAI
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,BANJAR SARI
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,KENDAWANGAN KIRI
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,PANGKALAN BATU
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,SUKA HARAPAN
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,SUKA DAMAI
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,SELIMANTAN JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,DANAU BUNTAR
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,MEKAR UTAMA
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,PEMBEDILAN
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,AIRHITAM HULU
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,NATAI KUINI
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,KERAMAT JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,SERIAM
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,KEDONDONG
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,SUNGAI JELAYAN
61,KALIMANTAN BARAT,6104,KETAPANG,,KENDAWANGAN,,AIR TARAP
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,SUKA RAMAI
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,MANIS MATA
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,SUAK BURUNG
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,AIR DEKAKAH
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,SILAT
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,TERUSAN
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,KEMUNING
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,KELAMPAI
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,BUKIT GAJAH
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,LEMBAH MUKTI
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,ASAM BESAR
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,BATU SEDAU
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,JAMBI
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,SEGULING
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,KELIMANTAN
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,PELEMPANGAN
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,SENGKUANG MERABONG
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,PAKIT SELABA
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,SUNGAI BULUH
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,MEKAR JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,RATU ELOK
61,KALIMANTAN BARAT,6104,KETAPANG,,MANIS MATA,,TRIBUN JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,KARYA BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,RUNJAI JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,SUKA KARYA
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,BELABAN
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,RANDAI
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,RIAM BATU GADING
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,BATU PAYUNG DUA
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,BANTAN SARI
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,PELANJAU JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,MARAU,,RANGKUNG
61,KALIMANTAN BARAT,6104,KETAPANG,,SINGKUP,,SUKA SARI
61,KALIMANTAN BARAT,6104,KETAPANG,,SINGKUP,,SUKARAJA
61,KALIMANTAN BARAT,6104,KETAPANG,,SINGKUP,,BUKIT KELAMBING
61,KALIMANTAN BARAT,6104,KETAPANG,,SINGKUP,,MUNTAI
61,KALIMANTAN BARAT,6104,KETAPANG,,SINGKUP,,SUKAHARJA
61,KALIMANTAN BARAT,6104,KETAPANG,,SINGKUP,,SUKA MULYA
61,KALIMANTAN BARAT,6104,KETAPANG,,SINGKUP,,TANAH HITAM
61,KALIMANTAN BARAT,6104,KETAPANG,,SINGKUP,,PANTAI KETIKAL
61,KALIMANTAN BARAT,6104,KETAPANG,,AIR UPAS,,MEMBULUH BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,AIR UPAS,,GAHANG
61,KALIMANTAN BARAT,6104,KETAPANG,,AIR UPAS,,AIR UPAS
61,KALIMANTAN BARAT,6104,KETAPANG,,AIR UPAS,,AIR DURIAN JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,AIR UPAS,,SARI BEKAYAS
61,KALIMANTAN BARAT,6104,KETAPANG,,AIR UPAS,,BANDA SARI
61,KALIMANTAN BARAT,6104,KETAPANG,,AIR UPAS,,SUKA RIA
61,KALIMANTAN BARAT,6104,KETAPANG,,AIR UPAS,,HARAPAN BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,AIR UPAS,,MEKAR JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,BIKU SARANA
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,PENYARANG
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,PERIANGAN
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,TANGGERANG
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,KESUMA JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,SEMANTUN
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,RIAM DANAU KANAN
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,LIMPANG
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,PASIR MAYANG
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,TEBING BERSERI
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,RANGGA INTAN
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,DERANUK
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,PANGKALAN SUKA
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,TELUK RUNJAI
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,ASAM JELAI
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,AIR DUA
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,SIDAHARI
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,KARANG DANGIN
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,KUSIK BATU LAPU
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,PERIGI
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,BAYAM RAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,JELAI HULU,,PANGKALAN PAKET
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,NANGA KELAMPAI
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,PEMUATAN JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,KALIMAS BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,BELABAN TUJUH
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,MAHAWA
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,SERENGKAH
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,NATAI PANJANG
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,TUMBANG TITI
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,BATU TAJAM
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,SENGKAHARAK
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,SEGAR WANGI
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,PETEBANG JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,AUR GADING
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,BERINGIN RAYO
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,TITI BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,TANJUNG BEULANG
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,BATU BERANSAK
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,SERENGKAH KANAN
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,SEPAUHAN RAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,JUNGKAL
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,JELAYAN
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,SUKA DAMAI
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,TANJUNG MALOI
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,PENGATAPAN RAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,TUMBANG TITI,,SEPURING INDAH
61,KALIMANTAN BARAT,6104,KETAPANG,,PEMAHAN,,LALANG PANJANG
61,KALIMANTAN BARAT,6104,KETAPANG,,PEMAHAN,,PEBIHINGAN
61,KALIMANTAN BARAT,6104,KETAPANG,,PEMAHAN,,SEMAYOK BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,PEMAHAN,,MUARA GERUNGGANG
61,KALIMANTAN BARAT,6104,KETAPANG,,PEMAHAN,,USAHA BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,PEMAHAN,,KERTA BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,PEMAHAN,,MUARA SEMAYOK
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,KEPULUK
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,SUKA MULYA
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,SUNGAI MELAYU BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,BERINGIN JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,PIANSAK
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,JAIRAN JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,KARYA MUKTI
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,SUNGAI MELAYU JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,SUNGAI MELAYU
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,MEKAR JAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,SUNGAI MELAYU RAYAK,,MAKMUR ABADI
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,SUNGAI NANJUNG
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,PESAGUAN KANAN
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,PESAGUAN KIRI
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,SUNGAI BAKAU
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,PEMATANG GADUNG
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,SUNGAI BESAR
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,SUNGAI PELANG
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,SUNGAI JAWI
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,KEMUNING BIUTAK
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,HARAPAN BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR SELATAN,,PAGAR MENTIMUN
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,PADANG
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,TUAN-TUAN
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,NEGERI BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,MULIA KERTA
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,SUNGAI KINJIL
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,KAUMAN
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,SUKA BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,BANJAR
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,MEKAR SARI
61,KALIMANTAN BARAT,6104,KETAPANG,,BENUA KAYONG,,KINJIL PESISIR
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR UTARA,,SUNGAI PUTRI
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR UTARA,,TANJUNG BAIK BUDI
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR UTARA,,KUALA TOLAK
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR UTARA,,KUALA SATONG
61,KALIMANTAN BARAT,6104,KETAPANG,,MATAN HILIR UTARA,,LAMON SATONG
61,KALIMANTAN BARAT,6104,KETAPANG,,DELTA PAWAN,,KANTOR
61,KALIMANTAN BARAT,6104,KETAPANG,,DELTA PAWAN,,MULIA BARU
61,KALIMANTAN BARAT,6104,KETAPANG,,DELTA PAWAN,,TENGAH
61,KALIMANTAN BARAT,6104,KETAPANG,,DELTA PAWAN,,SAMPIT
61,KALIMANTAN BARAT,6104,KETAPANG,,DELTA PAWAN,,SUKA HARJA
61,KALIMANTAN BARAT,6104,KETAPANG,,DELTA PAWAN,,KALI NILAM
61,KALIMANTAN BARAT,6104,KETAPANG,,DELTA PAWAN,,SUKA BANGUN
61,KALIMANTAN BARAT,6104,KETAPANG,,DELTA PAWAN,,PAYAH KUMANG
61,KALIMANTAN BARAT,6104,KETAPANG,,DELTA PAWAN,,SUKA BANGUN DALAM
61,KALIMANTAN BARAT,6104,KETAPANG,,MUARA PAWAN,,SUNGAI AWAN KANAN
61,KALIMANTAN BARAT,6104,KETAPANG,,MUARA PAWAN,,SUNGAI AWAN KIRI
61,KALIMANTAN BARAT,6104,KETAPANG,,MUARA PAWAN,,TEMPURUKAN
61,KALIMANTAN BARAT,6104,KETAPANG,,MUARA PAWAN,,TANJUNG PURA
61,KALIMANTAN BARAT,6104,KETAPANG,,MUARA PAWAN,,ULAK MEDANG
61,KALIMANTAN BARAT,6104,KETAPANG,,MUARA PAWAN,,MAYAK
61,KALIMANTAN BARAT,6104,KETAPANG,,MUARA PAWAN,,TANJUNG PASAR
61,KALIMANTAN BARAT,6104,KETAPANG,,MUARA PAWAN,,SUKA MAJU
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,SUNGAI KELIK
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,LEMBAH HIJAU DUA
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,LEMBAH HIJAU SATU
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,NANGA TAYAP
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,SIANTAU RAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,BATU MAS
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,BETENUNG
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,PANGKALAN SUKA
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,SEBADAK RAYA
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,SIMPANG TIGA SEMBELANGAAN
61,KALIMANTAN BARAT,6104,KETAPANG,,NANGA TAYAP,,MENSUBANG
